Id,plot_Id,D01_curr_plot,D02_total_plot,D03_unit_land,D03_unit_land_other,D04_crops_harvsted,D04_crops_harvsted_other,D_crops_count
214,1,1.0,2.5,hactare,,"['maize', 'sorghum']",,2
214,2,3.0,0.5,hactare,,['rice'],,1
215,1,1.0,0.5,hactare,,['sesame'],,1
215,2,2.0,0.5,hactare,,['maize'],,1
216,1,1.0,1.0,hactare,,"['maize', 'sorghum']",,2
216,2,2.0,0.5,hactare,,['rice'],,1
217,1,1.0,2.0,hactare,,['sorghum'],,1
217,2,2.0,1.0,hactare,,['maize'],,1
218,1,1.0,0.5,hactare,,['maize'],,1
218,2,2.0,0.5,hactare,,['rice'],,1
219,1,1.0,1.5,hactare,,"['maize', 'sesame']",,2
219,2,2.0,0.5,hactare,,['rice'],,1
220,1,1.0,3.0,hactare,,"['maize', 'sorghum']",,2
220,2,2.0,1.0,hactare,,['rice'],,1
221,1,1.0,1.0,hactare,,['maize'],,1
221,2,2.0,0.5,hactare,,['rice'],,1
222,1,1.0,1.5,hactare,,['other'],Cana sacarina,1
222,2,2.0,3.0,hactare,,"['maize', 'sorghum']",,2
222,3,3.0,1.0,hactare,,['rice'],,1
223,1,1.0,0.5,hactare,,['maize'],,1
223,2,2.0,1.0,hactare,,"['maize', 'sorghum']",,2
224,1,3.0,0.5,hactare,,['maize'],,1
224,2,2.0,1.0,hactare,,['maize'],,1
224,3,3.0,1.5,hactare,,['other'],Cana sacarina,1
225,1,1.0,1.5,hactare,,['maize'],,1
225,2,2.0,1.0,hactare,,['sorghum'],,1
226,1,1.0,0.5,hactare,,['sorghum'],,1
226,2,2.0,1.0,hactare,,['maize'],,1
227,1,1.0,1.0,hactare,,"['maize', 'sorghum']",,2
227,2,3.0,0.5,hactare,,['rice'],,1
228,1,1.0,2.0,hactare,,"['maize', 'sorghum', 'tomatoes', 'sesame']",,4
228,2,2.0,0.5,hactare,,['rice'],,1
229,1,1.0,1.0,hactare,,['maize'],,1
229,2,2.0,0.5,hactare,,['rice'],,1
230,1,1.0,3.0,hactare,,"['maize', 'sorghum']",,2
230,2,2.0,0.5,hactare,,['tomatoes'],,1
231,1,1.0,2.0,hactare,,['maize'],,1
231,2,2.0,1.5,hactare,,['sorghum'],,1
231,3,3.0,1.0,hactare,,['millet'],,1
231,4,4.0,0.5,hactare,,['tomatoes'],,1
232,1,1.0,0.3,hactare,,['tomatoes'],,1
232,2,2.0,2.0,hactare,,['vegetable'],,1
232,3,3.0,2.0,hactare,,['maize'],,1
233,1,1.0,1.5,hactare,,['maize'],,1
233,2,2.0,1.0,hactare,,['sorghum'],,1
233,3,3.0,0.5,hactare,,['sesame'],,1
234,1,1.0,2.0,hactare,,['maize'],,1
234,2,2.0,1.5,hactare,,['sorghum'],,1
234,3,3.0,0.5,hactare,,['sesame'],,1
234,4,4.0,2.0,hactare,,['rice'],,1
235,1,1.0,1.0,hactare,,['maize'],,1
235,2,2.0,0.5,hactare,,['sorghum'],,1
236,1,1.0,3.0,hactare,,['maize'],,1
236,2,2.0,1.5,hactare,,['other'],Cana sacarina,1
237,1,1.0,1.5,hactare,,"['maize', 'sorghum', 'sesame']",,3
238,1,1.0,1.5,hactare,,['sorghum'],,1
238,2,2.0,1.0,hactare,,['maize'],,1
238,3,3.0,0.5,hactare,,['rice'],,1
239,1,1.0,2.0,hactare,,"['maize', 'sorghum', 'rice']",,3
240,1,1.0,1.0,hactare,,['maize'],,1
240,2,2.0,1.0,hactare,,['sorghum'],,1
240,3,3.0,1.0,hactare,,['rice'],,1
240,4,4.0,1.5,hactare,,['other'],Cana sacarina,1
241,1,1.0,1.0,hactare,,['maize'],,1
241,2,2.0,0.25,hactare,,['rice'],,1
241,3,3.0,0.25,hactare,,['sweetpotato'],,1
242,1,1.0,1.0,hactare,,['maize'],,1
242,2,2.0,1.0,hactare,,['sorghum'],,1
242,3,3.0,0.25,hactare,,['rice'],,1
243,1,1.0,1.0,hactare,,['maize'],,1
243,2,2.0,1.0,hactare,,['sorghum'],,1
243,3,3.0,1.0,hactare,,"['maize', 'rice']",,2
244,1,1.0,2.0,hactare,,"['maize', 'rice']",,2
244,2,1.0,1.0,hactare,,['cassava'],,1
245,1,1.0,1.0,hactare,,['maize'],,1
245,2,2.0,2.0,hactare,,['rice'],,1
246,1,1.0,0.5,hactare,,['maize'],,1
246,2,2.0,0.5,hactare,,['rice'],,1
247,1,1.0,3.0,hactare,,['maize'],,1
247,2,2.0,2.0,hactare,,"['maize', 'sorghum']",,2
247,3,3.0,2.0,hactare,,['rice'],,1
248,1,1.0,2.0,hactare,,['maize'],,1
248,2,2.0,0.5,hactare,,['maize'],,1
248,3,3.0,1.0,hactare,,['rice'],,1
249,1,1.0,0.5,hactare,,['rice'],,1
249,2,2.0,2.0,hactare,,['maize'],,1
250,1,1.0,1.0,hactare,,['rice'],,1
250,2,2.0,1.0,hactare,,['rice'],,1
250,3,3.0,2.0,hactare,,['maize'],,1
251,1,1.0,2.0,hactare,,['rice'],,1
252,1,1.0,4.5,hactare,,"['maize', 'beans', 'sorghum']",,3
252,2,2.0,1.0,hactare,,['rice'],,1
253,1,1.0,1.5,hactare,,['maize'],,1
253,2,2.0,0.5,hactare,,['rice'],,1
253,3,3.0,0.5,hactare,,['rice'],,1
254,1,1.0,1.5,hactare,,['maize'],,1
254,2,2.0,0.5,hactare,,['rice'],,1
255,1,1.0,1.0,hactare,,['millet'],,1
255,2,2.0,0.5,hactare,,['sorghum'],,1
255,3,3.0,1.0,hactare,,"['maize', 'tomatoes']",,2
256,1,1.0,2.0,hactare,,"['maize', 'sorghum']",,2
256,2,2.0,0.5,hactare,,['vegetable'],,1
257,1,1.0,1.0,hactare,,"['maize', 'sorghum']",,2
257,2,2.0,1.0,hactare,,['rice'],,1
258,1,1.0,0.5,hactare,,['millet'],,1
258,2,2.0,1.0,hactare,,['sorghum'],,1
258,3,3.0,1.5,hactare,,['rice'],,1
259,1,1.0,2.0,hactare,,"['maize', 'sorghum']",,2
259,2,2.0,0.5,hactare,,['tomatoes'],,1
260,1,1.0,1.0,hactare,,['maize'],,1
260,2,2.0,2.0,hactare,,['sorghum'],,1
260,3,3.0,1.0,hactare,,['rice'],,1
261,1,1.0,10.0,hactare,,"['maize', 'sorghum']",,2
262,1,1.0,2.0,hactare,,"['maize', 'vegetable', 'sesame']",,3
263,1,1.0,1.0,hactare,,"['maize', 'sorghum']",,2
263,2,2.0,0.5,hactare,,['rice'],,1
263,3,3.0,0.5,hactare,,['rice'],,1
263,4,4.0,0.5,hactare,,['rice'],,1
264,1,1.0,4.5,hactare,,['maize'],,1
264,2,2.0,2.0,hactare,,['rice'],,1
265,1,1.0,1.0,hactare,,['maize'],,1
265,2,2.0,0.5,hactare,,['rice'],,1
266,1,1.0,3.0,hactare,,['rice'],,1
266,2,2.0,2.0,hactare,,['maize'],,1
267,1,1.0,0.5,hactare,,['rice'],,1
267,2,2.0,0.5,hactare,,['maize'],,1
268,1,1.0,3.0,hactare,,"['maize', 'rice']",,2
269,1,1.0,5.0,hactare,,['maize'],,1
269,2,2.0,0.5,hactare,,['rice'],,1
269,3,3.0,0.25,hactare,,['sweetpotato'],,1
270,1,1.0,0.5,hactare,,['maize'],,1
270,2,2.0,0.5,hactare,,['rice'],,1
271,1,1.0,0.25,hactare,,['rice'],,1
271,2,2.0,2.0,hactare,,['maize'],,1
272,1,1.0,1.5,hactare,,['maize'],,1
272,2,2.0,1.0,hactare,,['rice'],,1
272,3,3.0,0.5,hactare,,['vegetable'],,1
273,1,1.0,0.25,hactare,,['sorghum'],,1
273,2,2.0,0.5,hactare,,['maize'],,1
273,3,3.0,1.0,hactare,,['rice'],,1
274,1,1.0,1.5,hactare,,['rice'],,1
274,2,2.0,3.0,hactare,,['maize'],,1
275,1,1.0,1.0,hactare,,['maize'],,1
275,2,2.0,0.5,hactare,,['rice'],,1
276,1,1.0,0.75,hactare,,['rice'],,1
277,1,1.0,0.5,hactare,,['rice'],,1
277,2,2.0,0.3,hactare,,['sweetpotato'],,1
278,1,1.0,3.0,hactare,,['maize'],,1
278,2,2.0,0.5,hactare,,['rice'],,1
279,1,1.0,3.0,hactare,,['maize'],,1
279,2,2.0,1.0,hactare,,['rice'],,1
279,3,3.0,0.5,hactare,,['tomatoes'],,1
280,1,1.0,1.0,hactare,,['rice'],,1
281,1,1.0,1.0,hactare,,['maize'],,1
281,2,2.0,0.5,hactare,,['rice'],,1
282,1,1.0,2.5,hactare,,"['maize', 'sorghum']",,2
282,2,2.0,0.5,hactare,,['sesame'],,1
282,3,3.0,2.0,hactare,,['rice'],,1
283,1,1.0,1.0,hactare,,['rice'],,1
283,2,2.0,3.0,hactare,,['maize'],,1
283,3,3.0,1.0,hactare,,['sesame'],,1
283,4,4.0,1.0,hactare,,['pigeonpeas'],,1
284,1,1.0,2.5,hactare,,"['tomatoes', 'onion', 'rice', 'green_pepper']",,4
285,1,2.0,1.0,hactare,,"['maize', 'sorghum']",,2
285,2,3.0,1.0,hactare,,['rice'],,1
286,1,1.0,2.0,hactare,,['maize'],,1
286,2,2.0,1.0,hactare,,['rice'],,1
287,1,1.0,0.25,hactare,,['rice'],,1
287,2,2.0,1.0,hactare,,['maize'],,1
288,1,1.0,1.5,hactare,,['maize'],,1
288,2,2.0,0.25,hactare,,['sesame'],,1
288,3,3.0,1.0,hactare,,['rice'],,1
288,4,4.0,1.0,hactare,,['tomatoes'],,1
289,1,1.0,1.5,hactare,,['maize'],,1
289,2,2.0,0.5,hactare,,['rice'],,1
290,1,1.0,1.0,hactare,,"['maize', 'sorghum', 'tomatoes', 'sesame']",,4
291,1,2.0,2.0,hactare,,['vegetable'],,1
291,2,2.0,2.0,hactare,,['rice'],,1
292,1,1.0,1.0,hactare,,['maize'],,1
292,2,2.0,0.5,hactare,,['rice'],,1
293,1,1.0,2.5,hactare,,['maize'],,1
293,2,2.0,2.5,hactare,,['rice'],,1
294,1,1.0,1.0,hactare,,['rice'],,1
294,2,2.0,0.5,hactare,,['sorghum'],,1
294,3,3.0,1.0,hactare,,['maize'],,1
295,1,1.0,0.5,hactare,,['maize'],,1
295,2,2.0,0.5,hactare,,['rice'],,1
295,3,3.0,0.5,hactare,,['onion'],,1
296,1,1.0,1.0,hactare,,"['maize', 'sorghum']",,2
296,2,3.0,0.25,hactare,,['rice'],,1
297,1,1.0,2.0,hactare,,['maize'],,1
297,2,2.0,1.0,hactare,,['sorghum'],,1
298,1,1.0,0.5,hactare,,['rice'],,1
298,2,2.0,0.5,hactare,,['maize'],,1
299,1,1.0,0.5,hactare,,['maize'],,1
299,2,2.0,0.25,hactare,,['rice'],,1
300,1,1.0,0.5,hactare,,"['maize', 'rice']",,2
301,1,1.0,1.5,hactare,,"['maize', 'sweetpotato']",,2
302,1,1.0,0.5,hactare,,['rice'],,1
302,2,2.0,1.0,hactare,,['maize'],,1
302,3,3.0,1.0,hactare,,['sesame'],,1
303,1,1.0,0.5,hactare,,['rice'],,1
303,2,2.0,0.5,hactare,,['maize'],,1
304,1,1.0,1.0,hactare,,['rice'],,1
304,2,2.0,0.5,hactare,,['tomatoes'],,1
304,3,3.0,0.5,hactare,,['vegetable'],,1
304,4,4.0,0.5,hactare,,['maize'],,1
305,1,1.0,3.0,hactare,,['maize'],,1
305,2,2.0,0.5,hactare,,['rice'],,1
306,1,1.0,0.5,hactare,,['rice'],,1
306,2,2.0,1.5,hactare,,['maize'],,1
307,1,1.0,1.0,hactare,,['maize'],,1
307,2,2.0,0.5,hactare,,['maize'],,1
307,3,3.0,0.5,hactare,,['rice'],,1
307,4,4.0,0.5,hactare,,['rice'],,1
308,1,1.0,0.5,hactare,,['rice'],,1
308,2,2.0,2.0,hactare,,['maize'],,1
309,1,1.0,1.5,hactare,,['maize'],,1
309,2,2.0,0.5,hactare,,['rice'],,1
310,1,1.0,0.5,hactare,,['rice'],,1
310,2,2.0,1.0,hactare,,['maize'],,1
310,3,3.0,0.5,hactare,,['maize'],,1
311,1,1.0,1.0,hactare,,['maize'],,1
311,2,2.0,0.5,hactare,,['rice'],,1
312,1,1.0,1.0,hactare,,['maize'],,1
312,2,2.0,1.0,hactare,,['rice'],,1
313,1,1.0,2.0,hactare,,['maize'],,1
313,2,2.0,1.0,hactare,,['rice'],,1
313,3,3.0,1.0,hactare,,['sorghum'],,1
314,1,1.0,1.0,hactare,,['maize'],,1
314,2,2.0,1.0,hactare,,['rice'],,1
315,1,1.0,1.5,hactare,,['maize'],,1
315,2,2.0,0.5,hactare,,['rice'],,1
315,3,3.0,0.5,hactare,,['rice'],,1
316,1,1.0,1.5,hactare,,['maize'],,1
316,2,2.0,1.5,hactare,,['rice'],,1
317,1,1.0,1.0,hactare,,['maize'],,1
317,2,2.0,2.0,hactare,,['maize'],,1
317,3,3.0,0.5,hactare,,['rice'],,1
317,4,4.0,0.4,hactare,,['rice'],,1
318,1,1.0,1.0,hactare,,['rice'],,1
318,2,2.0,2.0,hactare,,['maize'],,1
318,3,3.0,1.0,hactare,,['sorghum'],,1
318,4,4.0,0.5,hactare,,['onion'],,1
318,5,5.0,0.5,hactare,,"['tomatoes', 'vegetable']",,2
319,1,1.0,1.0,hactare,,['rice'],,1
319,2,2.0,2.0,hactare,,['maize'],,1
320,1,1.0,0.5,hactare,,['rice'],,1
321,1,1.0,1.5,hactare,,"['maize', 'sorghum', 'tomatoes']",,3
322,1,1.0,1.0,hactare,,['maize'],,1
322,2,2.0,2.0,hactare,,['rice'],,1
322,3,3.0,2.0,hactare,,['sesame'],,1
323,1,1.0,0.5,hactare,,['sesame'],,1
323,2,2.0,0.5,hactare,,['maize'],,1
323,3,3.0,0.5,hactare,,['cabbage'],,1
323,4,4.0,0.5,hactare,,['green_beans'],,1
323,5,5.0,4.5,hactare,,['maize'],,1
324,1,1.0,0.5,hactare,,['maize'],,1
324,2,2.0,0.5,hactare,,['maize'],,1
324,3,3.0,3.0,hactare,,['cabbage'],,1
324,4,4.0,0.5,hactare,,['baby_corn'],,1
325,1,1.0,1.5,hactare,,['maize'],,1
325,2,2.0,0.5,hactare,,['baby_corn'],,1
325,3,3.0,0.5,hactare,,['piri_piri'],,1
326,1,1.0,0.5,hactare,,['maize'],,1
326,2,2.0,0.5,hactare,,['beans'],,1
326,3,3.0,0.5,hactare,,['piri_piri'],,1
326,4,4.0,0.5,hactare,,['baby_corn'],,1
326,5,5.0,0.5,hactare,,['sweetpotato'],,1
326,6,6.0,0.5,hactare,,['cabbage'],,1
327,1,1.0,1.0,hactare,,['maize'],,1
327,2,2.0,0.5,hactare,,['baby_corn'],,1
328,1,1.0,2.0,hactare,,"['maize', 'beans', 'potatoes', 'cabbage']",,4
329,1,1.0,1.0,hactare,,['maize'],,1
329,2,2.0,1.0,hactare,,"['maize', 'baby_corn']",,2
330,1,1.0,2.0,hactare,,['maize'],,1
330,2,2.0,0.5,hactare,,['bananas'],,1
330,3,3.0,1.0,hactare,,"['cabbage', 'baby_corn', 'piri_piri', 'other']",Beterraba,4
331,1,1.0,7.5,hactare,,"['maize', 'bananas', 'other']",Abacate,3
331,2,2.0,0.5,hactare,,"['maize', 'baby_corn', 'green_beans']",,3
331,3,3.0,0.5,hactare,,"['maize', 'tomatoes']",,2
332,1,1.0,1.0,hactare,,"['maize', 'sorghum', 'sesame']",,3
332,2,2.0,0.5,hactare,,['rice'],,1
333,1,1.0,2.5,hactare,,['maize'],,1
333,2,2.0,1.0,hactare,,['rice'],,1
333,3,3.0,1.0,hactare,,"['beans', 'onion', 'vegetable']",,3
334,1,1.0,2.0,hactare,,['maize'],,1
334,2,2.0,2.0,hactare,,['rice'],,1
335,1,1.0,2.0,hactare,,['maize'],,1
335,2,2.0,3.0,hactare,,"['tomatoes', 'onion', 'green_pepper', 'cabbage']",,4
336,1,1.0,1.0,hactare,,['rice'],,1
336,2,2.0,1.5,hactare,,"['maize', 'sorghum', 'millet']",,3
337,1,1.0,2.0,hactare,,['maize'],,1
337,2,2.0,1.0,hactare,,"['tomatoes', 'rice']",,2
338,1,1.0,2.5,hactare,,['rice'],,1
338,2,2.0,3.0,hactare,,['maize'],,1
339,1,1.0,2.0,hactare,,['maize'],,1
339,2,2.0,0.5,hactare,,['rice'],,1
339,3,3.0,0.5,hactare,,"['tomatoes', 'vegetable']",,2
340,1,1.0,1.0,hactare,,['maize'],,1
340,2,2.0,0.5,hactare,,['rice'],,1
341,1,1.0,1.5,hactare,,['maize'],,1
341,2,2.0,0.5,hactare,,['rice'],,1
341,3,3.0,1.0,hactare,,['maize'],,1
342,1,1.0,2.0,hactare,,['maize'],,1
342,2,2.0,0.5,hactare,,['rice'],,1
343,1,1.0,3.0,hactare,,['maize'],,1
343,2,2.0,2.0,hactare,,['rice'],,1
344,1,1.0,3.5,hactare,,['maize'],,1
344,2,2.0,1.5,hactare,,['rice'],,1
345,1,1.0,1.0,hactare,,['maize'],,1
345,2,2.0,1.5,hactare,,"['maize', 'sorghum']",,2
345,3,3.0,1.0,hactare,,['rice'],,1
346,1,1.0,1.0,hactare,,"['maize', 'sorghum']",,2
347,1,1.0,2.0,hactare,,"['maize', 'sorghum']",,2
347,2,2.0,0.5,hactare,,['rice'],,1
348,1,1.0,2.0,hactare,,['maize'],,1
348,2,2.0,1.0,hactare,,['sorghum'],,1
348,3,3.0,1.0,hactare,,['rice'],,1
348,4,4.0,0.5,hactare,,['millet'],,1
349,1,1.0,2.0,hactare,,"['maize', 'sorghum']",,2
349,2,3.0,0.5,hactare,,['rice'],,1
350,1,1.0,2.0,hactare,,['maize'],,1
350,2,2.0,1.0,hactare,,['sorghum'],,1
350,3,3.0,0.5,hactare,,['rice'],,1
351,1,1.0,1.0,hactare,,['rice'],,1
351,2,2.0,0.5,hactare,,['tomatoes'],,1
351,3,3.0,2.0,hactare,,['maize'],,1
352,1,1.0,1.0,hactare,,['rice'],,1
352,2,2.0,2.0,hactare,,['maize'],,1
352,3,3.0,1.5,hactare,,['maize'],,1
353,1,1.0,0.5,hactare,,['rice'],,1
353,2,2.0,3.0,hactare,,['maize'],,1
354,1,1.0,0.5,hactare,,['maize'],,1
354,2,2.0,0.5,hactare,,['sorghum'],,1
354,3,3.0,0.5,hactare,,['rice'],,1
355,1,1.0,1.0,hactare,,"['sorghum', 'millet']",,2
356,1,1.0,0.2,hactare,,['maize'],,1
356,2,2.0,1.5,hactare,,"['sorghum', 'sesame']",,2
357,1,2.0,1.0,hactare,,['rice'],,1
357,2,2.0,2.0,hactare,,"['maize', 'sorghum']",,2
358,1,1.0,1.5,hactare,,['sesame'],,1
358,2,2.0,1.0,hactare,,['sorghum'],,1
358,3,3.0,0.5,hactare,,['maize'],,1
358,4,4.0,0.5,hactare,,['rice'],,1
359,1,1.0,2.0,hactare,,['maize'],,1
359,2,2.0,2.0,hactare,,['beans'],,1
359,3,3.0,0.5,hactare,,['rice'],,1
360,1,1.0,2.0,hactare,,['maize'],,1
360,2,2.0,0.5,hactare,,['maize'],,1
360,3,3.0,2.0,hactare,,['sorghum'],,1
360,4,4.0,0.5,hactare,,['rice'],,1
